Geneid	B03-6	B03-12	B03-16	A05-6	A05-12	A05-16	A07-6	A07-12	A07-16	B09-6	B09-12	B09-16
Glyma.02G069700	1.031	0.086	4.361	5.385	1.585	0.305	4.988	1.57	1.431	3.651	0.907	0.338
Glyma.02G069900	6.964	6.498	24.715	17.538	28.513	10.832	28.426	32.984	27.252	22.547	20.848	13.614
Glyma.02G070000	0.251	0.782	0.274	2.646	1.274	5.043	0.032	0.183	0.038	0.096	0.09	7.635
Glyma.02G070500	3.671	3.239	1.603	1.153	2.029	1.636	1.673	2.302	1.469	1.822	3.093	2.826
Glyma.02G071400	0.115	0.152	0.535	3.535	0.411	0.452	0.326	1.445	0.466	0.401	0.294	0.561
Glyma.02G071800	6.132	3.286	28.626	10.511	7.159	23.356	10.199	8.238	44.533	23.316	12.542	32.874
Glyma.02G071900	14.617	28.851	56.133	27.973	29.762	27.497	25.44	23.331	24.759	26.077	63.452	53.574
Glyma.02G072000	1.331	6.514	3.651	2.011	4.395	8.399	1.738	2.941	1.88	1.572	9.718	9.939
Glyma.02G072200	42.024	43.506	14.264	21.355	0.983	32.479	0.487	0.063	0.036	0.087	0.083	6.911
Glyma.02G072400	4.343	3.058	19.356	27.304	20.38	2.338	27.505	20.583	13.369	32.473	26.21	5.646
Glyma.02G073600	14.042	37.617	11.456	28.06	53.617	3.815	26.906	58.552	8.768	11.19	24.511	7.551
Glyma.02G073900	1.815	1.915	5.13	5.132	6.579	0.985	8.495	8.601	5.914	7.493	8.908	3.17
Glyma.02G074000	7.424	42.278	36.772	8.054	49.326	43.98	8.435	48.12	58.08	9.658	36.069	32.728
Glyma.02G074200	11.661	12.241	15.527	13.909	35.549	14.26	17.004	24.884	13.336	11.357	20.256	13.839
Glyma.02G075000	2.089	2.109	1.825	2.673	3.315	0.341	2.982	4.068	6.848	8.318	3.573	2.367
Glyma.02G075100	199.369	87.834	50.233	127.624	107.789	131.476	101.538	131.281	71.964	96.145	83.667	136.849
Glyma.02G075200	1.078	1.532	4.727	1.233	1.599	6.16	0.735	1.507	1.071	0.535	6.265	10.898
Glyma.02G075600	8.514	6.809	3.899	6.548	4.824	8.482	7.215	6.708	6.127	6.329	4.434	8.348
Glyma.02G077200	4.259	1.098	0.149	2.558	1.381	0.4	1.432	1.337	0.389	1.724	0.605	0.29
Glyma.02G077700	0.375	2.73	3.615	1.346	1.84	5.439	1.249	2.047	2.737	1.32	5.158	7.758
Glyma.02G078100	25.874	37.99	35.426	27.815	22.542	24.736	26.313	16.842	21.085	26.775	44.994	56.568
Glyma.02G078200	1.014	0.806	2.056	1.734	1.545	3.081	5.669	1.479	1.111	2.438	1.547	2.008
Glyma.02G078300	2.141	1.991	4.024	4.191	4.577	5.02	15.888	4.029	2.809	5.656	3.692	3.927
Glyma.02G078500	64.369	203.548	62.298	64.872	198.688	301.099	63	124.759	85.062	42.671	55.896	100.906
Glyma.02G078600	50.917	33.779	11.97	58.131	47.074	16.609	65.044	49.463	16.076	54.925	29.211	15.27
Glyma.02G079000	4.544	11.505	24.927	7.203	11.623	11.613	7.949	6.428	6.678	8.177	30.322	26.245
Glyma.02G079400	61.13	47.064	22.726	46.648	26.845	30.898	28.291	30.052	39.213	51.122	28.092	31.88
Glyma.02G080000	0.306	0.053	2.606	3.128	3.696	0.037	4.598	4.996	4.644	3.713	8.787	1.026
Glyma.02G080200	0.283	1.227	4.467	0.227	5.467	2.435	0.298	2.394	0.604	0.059	0.447	5.551
Glyma.02G080900	24.023	23.878	52.097	60.579	149.663	41.386	111.945	151.168	98.111	74.009	66.112	26.743
Glyma.02G081000	1.352	9.824	23.081	7.878	14.307	41.322	10.597	16.444	33.715	12.029	17.552	27.872
Glyma.02G082100	1.008	1.093	15.839	9.446	5.093	5.939	7.028	6.979	22.729	17.778	9.907	15.964
Glyma.02G082300	14.151	26.81	80.752	21.506	35.694	64.585	23.211	33.209	51.953	20.255	46.33	68.211
Glyma.02G082500	1.97	8.45	0.912	0.664	1.715	0.774	0.264	0.566	4.444	0.506	0.404	0.087
Glyma.02G082800	84.323	37.73	6.678	42.283	24.223	21.336	29.817	32.506	14.011	35.888	12.054	15.845
Glyma.02G084300	31.061	44.844	28.752	39.453	29.589	16.015	23.839	14.583	8.978	41.109	65.441	34.377
Glyma.02G085300	54.334	142.839	268.83	116.498	137.851	106.253	103.239	88.781	55.631	95.265	346.668	249.514
Glyma.02G085900	0.925	2.707	6.611	3.274	4.803	7.083	4.923	7.055	14.832	4.89	5.833	7.641
Glyma.02G086000	32.34	60.536	22.054	24.914	43.236	32.5	27.56	38.103	21.324	22.105	30.088	23.606
Glyma.02G086100	3.418	0.652	1.618	6.525	3.242	9.455	10.715	5.681	7.486	12.1	5.511	4.335
Glyma.02G086200	14.291	4.822	8.223	20.937	6.649	19.467	22.23	9.04	41.736	23.026	3.2	19.323
Glyma.02G086600	3.26	2.065	18.623	15.687	17.246	5.244	32.468	25.412	28.011	25.167	14.77	8.667
Glyma.02G087400	104.383	39.239	7.822	51.086	23.461	12.849	48.981	23.804	8.437	59.506	18.645	14.137
Glyma.02G087700	13.676	12.993	27.934	11.584	6.658	14.434	8.812	6.306	10.626	10.592	19.041	31.464
Glyma.02G087800	271.827	176.375	144.144	201.535	129.665	61.283	149.36	132.656	182.364	204.099	147.189	110.999
Glyma.02G088200	70.377	50.026	32.595	37.945	37.19	53.575	32.89	37.95	51.342	40.794	24.639	45.221
Glyma.02G088600	8.012	10.241	5.928	6.079	9.937	3.79	4.143	11.561	7.867	4.709	9.884	3.196
Glyma.02G088900	453.925	490.272	215.005	846.413	611.866	353.244	1194.186	927.733	150.947	634.398	556.644	147.298
Glyma.02G089100	14.651	26.701	8.683	14.94	19.866	13.836	15.288	22.091	12.827	17.908	24.011	13.536
Glyma.02G090800	52.19	79.038	50.021	35.305	84.793	72.029	34.288	75.042	34.976	29.078	97.962	66.675
Glyma.02G091900	70.324	70.507	179.824	130.466	138.837	64.614	158.386	115.043	160.307	148.268	128.044	93.226
Glyma.02G092700	4.69	1.891	8.743	11.196	4.847	3.628	17.68	9.208	18.995	14.679	7.607	6.366
Glyma.02G093200	7.87	66.994	18.609	12.529	50.676	6.962	11.586	18.747	2.421	8.696	75.911	6.272
Glyma.02G094000	5.443	2.886	4.017	7.592	1.957	9.652	6.12	2.007	4.617	7.708	3.256	6.25
Glyma.02G094500	1.914	4.124	1.002	2.036	0.472	7.111	2.242	1.041	0.582	0.691	0.98	3.256
Glyma.02G095000	8.571	29.968	73.923	21.748	26.567	28.811	16.014	14.296	13.104	16.476	122.388	78.904
Glyma.02G095400	120.12	53.386	49.552	87.085	50.877	91.049	69.923	68.849	71.92	65.049	27.796	51.959
Glyma.02G095500	12.224	15.895	4.111	7.445	2.865	5.605	2.014	2.969	0.816	1.075	1.247	6.21
Glyma.02G095900	1.061	1.824	2.222	1.276	1.772	6.713	1.052	1.337	2.179	1.218	1.541	4.806
Glyma.02G096000	2.575	6.607	16.959	5.738	6.732	13.715	4.68	5.952	6.577	4.571	14.631	19.878
Glyma.02G096800	48.834	18.36	19.7	12.395	12.515	13.057	10.721	11.857	9.237	11.145	21.448	21.79
Glyma.02G097200	2.203	6.149	14.15	5.468	7.736	16.319	6.186	9.74	15.463	5.908	8.049	16.572
Glyma.02G097300	17.757	32.957	39.738	28.396	32.337	27.727	25.782	20.499	15.166	28.875	73.455	43.216
Glyma.02G097400	0.897	1.005	25.596	25.377	12.739	5.745	30.272	21.92	59.429	31.38	20.274	13.988
Glyma.02G097700	4.194	5.966	5.619	12.558	12.714	12.006	8.749	20.723	5.953	4.78	4.567	5.497
Glyma.02G098000	4.889	3.248	16.893	13.281	9.306	6.732	12.655	11.041	21.138	13.52	10.575	9.718
Glyma.02G098700	47.671	48.673	18.267	34.853	41.554	32.357	33.751	36.4	17.561	30.922	27.979	24.185
Glyma.02G099200	4.035	5.239	2.485	1.398	2.245	4.609	1.66	1.657	1.075	0.806	1.05	2.517
Glyma.02G099500	93.321	18.984	10.757	36.044	10.211	79.232	40.213	20.227	28.635	36.937	6.642	106.7
Glyma.02G099900	5.125	4.073	29.704	23.725	23.166	19.895	29.922	25.828	41.806	43.017	18.724	22.84
Glyma.02G100000	162.553	66.289	15.328	95.556	41.015	38.424	69.766	46.698	30.605	90.375	29.006	37.381
Glyma.02G100300	2.29	1.601	2.61	3.518	1.541	13.366	2.09	1.426	1.723	1.524	0.98	6.889
Glyma.02G100400	0.805	1.047	2.052	1.658	1.12	10.864	1.643	1.461	3.523	1.302	0.699	8.367
Glyma.02G100800	0.134	0.233	2.06	4.043	1.219	0.274	2.547	1.914	1.075	7.34	2.153	0.749
Glyma.02G100850	0.134	0.233	2.06	4.043	1.219	0.274	2.547	1.914	1.075	7.34	2.153	0.749
Glyma.02G101100	279.283	114.761	38.227	187.654	61.863	96.086	138.918	90.428	92.993	226.559	61.173	82.274
Glyma.02G101300	2.085	1.723	5.244	3.318	5.637	3.826	4.917	9.614	7.766	4.179	7.631	3.536
Glyma.02G102400	10.709	15.836	39.083	13.609	47.7	21.056	34.328	41.009	24.513	15.514	15.714	20.119
Glyma.02G102600	11.667	6.611	11.237	16.657	17.54	1.613	19.908	21.668	11.173	22.816	18.103	7.068
Glyma.02G102900	26.718	7.257	8.223	23.596	3.015	21.592	11.362	7.901	19.129	17.549	3.216	16.194
Glyma.02G103500	125.864	171.045	63.697	70.406	78.062	125.719	87.866	90.037	37.44	44.749	39.759	35.898
Glyma.02G103600	89.34	165.371	252.865	134.824	166.579	120.345	137.236	106.171	70.53	123.836	375.011	280.609
Glyma.02G103700	3.094	3.079	11.336	14.661	15.647	9.985	24.149	23.925	26.531	22.883	14.591	8.303
Glyma.02G104200	10.743	21.314	17.314	14.341	43.919	20.143	13.666	25.889	10.631	9.396	9.792	13.637
Glyma.02G104300	10.433	22.268	19.192	10.274	14.663	48.037	8.284	9.208	12.454	3.845	7.838	69.131
Glyma.02G104500	12.343	20.104	6.334	8.481	2.804	35.183	1.586	2.146	1.085	0.626	1.029	24.109
Glyma.02G104600	51.389	109.624	152.815	91.139	111.586	122.2	83.699	82.638	6.328	13.877	53.05	26.658
Glyma.02G104900	19.492	86.761	26.159	22.574	75.777	83.496	26.7	85.343	45.788	21.202	103.189	59.452
Glyma.02G105000	0.041	0.017	0.179	3.863	4.361	0.151	0.51	6.671	0.106	0.153	1.201	0.913
Glyma.02G105400	0.722	3.259	24.082	7.988	42.746	1.06	13.919	38.01	28.692	13.953	45.992	17.197
Glyma.02G105900	4.66	6.672	6.03	10.335	12.312	5.48	13.94	12.992	7.508	11.837	7.728	8.938
Glyma.02G106000	1.137	2.542	3.469	2.153	2.117	6.829	2.463	2.328	3.961	1.903	1.776	8.126
Glyma.02G106100	1.702	2.66	4.048	3.016	6.482	4.904	7.504	5.071	2.357	2.577	2.741	3.296
Glyma.02G106300	0.279	0.109	8.106	7.351	3.357	0.102	10.819	4.176	5.755	12.166	4.512	2.261
Glyma.02G106600	0.48	0.457	9.044	1.128	0.595	0.398	0.761	0.451	0.4	0.608	1.203	1.087
Glyma.02G106800	4.872	1.932	7.984	9.431	4.671	0.639	8.357	7.054	8.415	11.227	3.824	3.477
Glyma.02G107100	29.628	124.86	180.262	70.405	98.698	62.885	43.99	46.525	21.419	50.768	360.892	210.304
Glyma.02G108200	1.834	2.381	6.62	2.764	2.354	5.517	2.554	1.551	1.509	2.182	5.099	11.835
Glyma.02G108300	3.88	22.711	16.834	5.571	28.532	29.858	4.275	19.404	24.28	4.545	17.867	18.706
Glyma.02G108500	3.217	2.572	7.629	7.908	9.744	7.563	10.647	11.28	11.251	9.061	8.4	7.375
Glyma.02G108600	27.135	9.726	1.386	27.124	7.936	2.331	26.262	11.337	3.939	29.765	6.399	1.994
Glyma.02G108900	1.344	6.912	13.263	3.063	7.124	8.851	3.416	5.028	5.975	4.165	15.345	18.503
Glyma.02G109100	4.794	7.444	84.787	87.329	51.525	5.5	56.998	100.933	57.082	86.258	304.211	170.217
Glyma.02G109800	18.743	8.156	3.222	9.592	0.706	36.448	0.905	0.265	1.724	0.943	0.403	19.967
Glyma.02G111500	4.463	10.018	6.235	8.048	13.014	11.258	7.422	8.805	2.815	4.446	4.613	5.021
Glyma.02G111700	2.931	6.803	5.263	3.119	2.949	11.728	1.761	3.45	6.638	2.875	7.559	13.671
Glyma.02G111800	8.103	5.656	22.131	23.866	13.671	11.157	31.056	22.798	38.005	30.992	18.129	16.159
Glyma.02G112000	0.935	5.179	18.155	3.897	3.994	7.171	2.824	2.438	2.499	2.854	27.427	23.014
Glyma.02G112100	2.263	4.391	19.46	3.723	8.354	24.859	6.361	6.165	24.029	3.752	6.787	20.986
Glyma.02G112400	39.624	62.092	80.504	30.839	44.846	206.102	11.923	25.533	27.306	10.565	14.852	60.109
Glyma.02G113500	64.94	59.532	36.121	33.625	28.346	35.916	29.351	26.745	32.312	32.381	26.836	37.497
Glyma.02G113900	1.669	12.55	12.629	4.212	8.266	13.988	4.613	6.041	8.534	4.977	15.446	20.024
Glyma.02G114000	2.346	4.023	7.801	3.512	3.337	7.678	3.734	3.251	3.539	3.318	11.571	9.441
Glyma.02G114800	14.853	21.522	38.13	34.331	54.786	18.973	47.918	42.764	28.5	39.287	48.844	22.378
Glyma.02G115200	11.347	16.846	6.438	6.007	4.844	21.132	2.548	3.959	2.213	2.715	1.856	18.708
Glyma.02G115400	20.767	23.417	47.84	47.775	58.475	15.124	64.51	51.024	32.6	43.266	43.536	17.714
Glyma.02G115600	1.925	1.352	5.699	5.066	3.631	2.576	6.843	4.382	6.486	6.134	3.893	3.359
Glyma.02G116100	8.938	19.957	15.037	29.342	54.494	31.75	35.594	52.322	28.827	32.894	30.48	16.845
Glyma.02G116200	0.413	2.646	10.534	1.739	11.421	6.641	3.431	8.419	3.785	1.067	2.492	7.709
Glyma.02G116300	81.68	49.75	11.044	67.334	45.66	89.439	65.684	62.701	25.617	62.382	21.736	46.818
Glyma.02G116400	24.2	7.617	2.989	7.24	1.43	3.291	8.877	4.998	0.685	5.175	0.611	13.471
Glyma.02G116900	7.527	7.784	4.312	3.292	3.103	10.28	2.591	3.566	3.935	1.9	3.638	6.502
Glyma.02G117000	7.847	26.198	18.195	7.92	10.412	50.413	8.885	13.212	43.067	9.414	10.877	36.773
Glyma.02G117100	7.154	18.936	15.483	9.099	10.886	41.622	10.177	13.25	32.671	10.645	9.692	29.39
Glyma.02G118500	4.484	3.568	0.788	8.445	5.576	2.117	8.118	5.586	4.304	8.491	3.781	1.059
Glyma.02G118600	0.471	0.86	2.231	0.615	0.577	2.204	0.558	0.382	0.78	0.654	1.62	4.5
Glyma.02G119500	2.057	1.707	2.783	1.848	1.546	5.414	1.451	1.294	3.027	1.523	2.053	4.759
Glyma.02G119600	31.412	28.601	6.595	11.933	1.427	16.687	0.026	0.031	0.012	0.023	0.033	39.57
Glyma.02G120100	0.715	2.27	3.48	2.014	1.777	2.724	2.457	2.576	3.015	2.161	3.828	4.856
Glyma.02G120200	53.675	19.665	14.26	21.156	10.828	15.204	14.204	9.042	17.588	14.434	4.911	9.345
Glyma.02G120300	0.621	0.853	16.976	5.475	1.048	4.084	2.384	0.572	1.275	2.008	11.188	30.662
Glyma.02G120400	2.515	6.388	12.03	4.203	4.719	12.635	4.574	5.406	9.372	4.543	9.677	14.752
Glyma.02G120900	25.482	41.691	88.535	61.891	110.911	40.382	80.962	78.854	46.006	59.28	101.598	51.598
Glyma.02G121000	5.462	4.584	4.073	33.663	18.352	3.642	40.3	36.709	34.826	49.334	14.802	4.346
Glyma.02G121300	12.075	17.396	3.756	12.973	14.082	4.817	18.245	13.132	6.197	15.569	8.55	6.111
Glyma.02G121400	7.076	16.27	0.828	4.584	2.653	0.583	3.403	3.696	0.466	3.257	1.505	0.229
Glyma.02G121500	0.088	3.545	0.383	2.265	0.146	0.018	0.343	0.102	3.899	3.44	2.932	0.922
Glyma.02G121600	0	0.411	0.438	4.027	2.719	0.027	1.617	1.833	7.921	3.901	4.75	1.681
Glyma.02G122000	1.148	0.778	1.759	1.019	1.618	4.685	3.216	2.281	3.854	1.716	1.242	1.651
Glyma.02G122500	4.259	7.361	6.027	6.367	5.359	18.134	8.43	10.088	16.543	5.313	6.528	16.299
Glyma.02G122700	13.664	13.19	6.022	14.784	8.24	15.209	13.143	10.757	11.896	11.586	11.608	11.763
Glyma.02G123000	1.846	4.254	1.455	1.786	2.123	2.387	0.353	0.226	0.07	0.189	0.031	0.155
Glyma.02G123302	2.744	4.957	5.055	3.024	3.336	15.245	3.859	4.481	9.667	4.334	4.272	9.971
Glyma.02G123700	49.952	29.529	21.522	29.514	35.207	23.263	29.886	40.937	37.555	28.79	18.767	24.217
Glyma.02G124500	21.688	180.004	165.136	56.777	75.478	86.118	23.958	36.391	26.18	36.235	233.334	354.621
Glyma.02G124700	5.508	3.018	0.754	4.955	0.875	3.601	0.305	0.215	0.074	0.133	0.156	5.521
Glyma.02G125100	11.529	24.349	25.305	4.275	11.912	70.951	1.889	8.526	23.512	2.368	6.6	48.938
Glyma.02G125600	4.632	2.985	1.623	5.743	2.766	10.725	9.402	7.325	2.97	1.375	0.819	2.505
Glyma.02G126300	0.621	6.088	66.243	2.286	9.614	80.842	1.986	9.801	98.36	2.933	20.184	97.187
Glyma.02G126500	39.547	21.957	8.343	40.118	19.023	11.345	38.633	23.267	11.524	41.885	19.806	8.721
Glyma.02G126800	4.004	5.898	1.889	6.393	2.677	20.446	4.812	2.924	2.654	2.426	1.693	15.31
Glyma.02G127800	11.428	11.53	2.936	12.999	7.219	6.388	10.565	12.301	5.561	8.768	5.359	7.417
Glyma.02G128000	220.956	127.248	45.283	248.426	81.826	111.277	195.446	86.77	25.852	242.677	139.365	87.53
Glyma.02G128100	453.569	267.322	94.194	526.793	168.746	201.838	422.966	179.62	64.669	534.021	297.761	176.301
Glyma.02G128400	8.7	1.857	1.188	2.739	0.153	2.083	0.596	0.221	0.335	1.669	0.057	0.9
Glyma.02G129100	6.13	5.143	8.315	6.491	7.517	3.752	10.093	9.94	15.136	8.824	7.182	5.756
Glyma.02G129200	12.896	22.225	8.493	17.435	10.417	15.751	14.299	13.637	4.565	14.295	24.587	6.301
Glyma.02G129300	12.997	14.149	4.587	12.982	11.241	5.684	15.394	14.93	6.061	13.821	5.17	3.016
Glyma.02G129900	29.207	24.903	16.849	14.06	11.168	4.396	9.642	13.334	9.869	10.414	9.026	1.822
Glyma.02G130400	7.248	8.735	2.833	2.645	1.837	21.2	1.995	1.758	0.18	0.613	0.745	15.729
Glyma.02G131500	0.972	1.179	3.131	1.361	1.849	5.949	0.863	1.337	3.97	1.008	0.732	5.335
Glyma.02G131600	0.177	0.113	6.891	3.682	1.735	1.425	3.434	1.775	9.635	6.494	4.186	5.1
Glyma.02G131700	13.02	26.672	10.327	22.594	36.539	20.646	28.6	47.622	19.614	15.976	14.315	15.248
Glyma.02G132100	330.447	197.391	130.364	14.711	25.82	8.693	8.763	23.329	11.756	16.48	53.907	74.492
Glyma.02G132200	0.536	6.8	2.746	0.836	15.406	1.46	2.109	5.179	1.059	0.708	4.77	0.683
Glyma.02G132900	3.218	9.955	12.441	4.371	16.758	7.61	5.047	9.963	9.616	5.867	8.049	11.513
Glyma.02G133100	3.186	7.057	14.556	5.62	5.671	12.769	5.954	6.424	10.205	5.577	12.223	19.509
Glyma.02G133500	26.626	56.323	68.449	24.601	77.644	90.021	31.409	39.575	33.842	16.768	26.1	67.793
Glyma.02G133700	0.076	0.097	5.114	3.089	4.91	0.088	8.313	7.395	1.306	4.253	3.166	1.341
Glyma.02G133800	66.484	150.365	63.402	71.703	120.084	121.598	62.327	92.951	50.082	46.629	43.634	89.513
Glyma.02G133900	48.655	80.174	56.403	59.866	142.11	24.625	93.039	145.035	55.503	66.885	51.651	31.981
Glyma.02G134000	3.703	5.837	1.846	3.937	5.497	5.796	5.262	5.959	1.37	2.38	2.3	2.889
Glyma.02G134200	7.743	13.015	4.595	13.228	19.974	2.88	13.785	17.407	3.782	12.096	11.82	3.387
Glyma.02G134800	4.01	20.17	18.522	8.181	13.885	12.653	7.645	10.794	8.478	7.603	25.098	19.315
Glyma.02G135400	20.412	13.327	19.166	15.045	10.678	9.61	12.409	8.705	3.549	9.286	26.032	21.113
Glyma.02G135500	6.567	5.287	13.084	7.247	2.825	4.186	8.133	3.686	4.286	6.099	3.795	4.089
Glyma.02G136000	30.77	38.616	25.211	9.452	3.134	81.584	2.246	3.714	3.348	1.586	0.754	28.527
Glyma.02G136100	1.508	5.168	1.848	2.816	1.112	12.811	0.927	0.671	0.751	0.557	0.375	14.179
Glyma.02G136200	32.943	27.263	11.197	6.814	2.265	37.327	1.49	3.325	2.234	0.861	0.522	12.69
Glyma.02G136300	33.047	41.067	21.586	13.163	7.931	27.515	9.27	13.213	9.909	5.572	5.8	14.791
Glyma.02G136700	2.432	2.664	49.663	0.979	1.703	75.865	0.823	1.844	17.029	0.891	3.646	116.831
Glyma.02G136800	2.975	3.591	9.542	3.794	3.854	14.158	3.666	3.952	9.434	4.269	3.888	14.163
Glyma.02G137100	8.257	11.505	12.549	10.522	9.903	15.877	9.159	6.593	10.214	9.579	22.125	21.753
Glyma.02G137400	12.982	9.466	7.972	20.215	7.897	28.176	8.724	4.149	1.858	19.705	11.191	15.687
Glyma.02G138400	189.223	179.092	92.891	97.454	82.645	101.912	79.184	58.813	58.376	79.668	86.12	113.811
Glyma.02G138700	9.889	2.023	4.246	4.91	2.285	7.856	4.204	2.163	6.499	4.816	1.787	6.423
Glyma.02G139500	1.742	3.842	3.575	5.992	6.079	6.989	11.611	9.202	3.942	5.204	6.248	3.525
Glyma.02G139700	10.282	4.997	2.585	5.718	2.654	10.644	3.097	3.548	3.413	5.826	3.158	9.313
Glyma.02G140900	99.802	112.621	116.537	191.04	146.037	129.846	238.736	206.269	204.158	262.621	103.09	91.583
Glyma.02G141000	10.412	16.36	8.689	16.324	11.65	30.704	14.701	12.625	11.891	14.933	8.479	28.868
Glyma.02G141600	2.668	2.413	18.344	10.736	14.247	7.686	17.058	16.584	23.517	17.265	13.427	10.81
Glyma.02G142300	1.203	0.599	4.471	3.003	1.431	1.173	2.108	1.729	1.079	1.381	1.392	1.636
Glyma.02G142500	14.457	6.021	12.654	185.862	60.174	10.982	49.685	135.274	36.888	51.145	25.18	8.063
Glyma.02G142600	7.461	4.924	6.448	30.099	8.626	3.826	13.052	14.721	11.589	13.111	5.651	6.828
Glyma.02G143200	2.929	0.613	90.587	21.669	5.432	1.736	21.719	7.843	10.38	8.986	3.859	2.9
Glyma.02G143300	87.505	110.165	7.082	52.754	36.706	16.759	32.078	34.588	4.946	54.034	45.102	22.37
Glyma.02G143500	3.084	1.576	7.989	9.546	4.976	2.362	12.186	4.965	6.271	13.793	5.743	4.264
Glyma.02G143700	188.218	179.985	85.988	145.817	141.926	60.34	132.756	129.039	80.803	153.504	160.531	89.899
Glyma.02G144100	1.217	1.356	3.121	1.394	1.093	3.362	1.371	1.438	2.323	1.449	1.952	4.704
Glyma.02G144267	3.751	4.926	5.539	4.645	3.233	12.983	5.431	3.235	7.728	5.916	4.597	11.621
Glyma.02G144333	4.667	5.147	5	4.032	3.646	12.83	5.573	3.465	5.019	6.184	4.267	11.553
Glyma.02G144500	2.909	8.023	9.081	3.991	10.609	12.006	4.955	10.958	17.962	4.358	11.15	10.401
Glyma.02G145100	140.542	123.947	20.492	45.21	131.546	5.857	35.55	68.893	9.963	31.446	43.574	7.574
Glyma.02G145600	1.124	0.916	2.705	3.396	1.718	1.084	4.591	2.159	4.868	5.71	3.879	2.173
Glyma.02G145700	0.567	0.52	3.024	4.8	5.326	1.005	5.556	6.668	6.552	11.36	7.618	2.768
Glyma.02G146500	3.754	6.614	17.653	8.64	13.044	14.328	11.002	13.106	22.734	9.987	14.161	15.978
Glyma.02G146700	0.958	0.974	5.549	6.91	2.853	1.122	7.115	4.583	9.256	9.126	7.186	3.694
Glyma.02G146900	5.734	3.884	7.72	7.966	3.454	23.141	4.9	4.453	15.999	5.683	1.785	27.518
Glyma.02G147100	0.067	0.241	7.404	2.498	1.764	0.064	3.961	2.462	4.313	1.667	4.302	0.836
Glyma.02G147200	2.044	2.887	20.365	5.222	6.736	3.327	13.579	6.894	3.37	5.191	8.484	3.789
Glyma.02G147300	363.596	211.775	138.802	175.659	187.631	47.427	145.631	171.595	219.109	208.153	183.864	85.364
Glyma.02G148300	0	0.036	3.116	1.081	10.961	0.086	3.759	7.543	0.747	1.688	2.294	0.954
Glyma.02G148400	11.458	22.464	12.047	10.83	24.066	49.475	10.201	16.594	6.441	3.608	5.494	27.267
Glyma.02G148600	1.612	3.358	2.802	0.638	0.424	1.484	0.7	1.353	0.408	0.633	4.247	7.86
Glyma.02G149800	85.6	50.949	18.392	54.17	29.761	31.009	42.322	33.24	22.457	66.215	34.465	39.167
Glyma.02G150100	2.461	4.326	10.078	2.87	2.412	8.353	2.06	1.323	1.664	2.04	5.435	13.916
Glyma.02G150200	1.281	6.664	6.702	1.548	5.025	15.909	1.434	4.96	11.086	1.536	3.655	8.146
Glyma.02G150400	0.683	2.321	4.001	1.982	2.785	4.877	2.099	2.589	3.36	2.147	5.16	7.468
Glyma.02G150550	1.526	4.5	7.505	5.921	4.202	6.55	5.099	6.027	6.02	6.203	5.971	4.723
Glyma.02G150600	0.208	0.165	1.197	0.574	0.609	4.618	0.578	0.978	1.592	0.549	0.687	1.9
Glyma.02G150700	14.41	21.035	33.464	18.383	34.305	7.69	29.955	41.684	35.367	23.777	26.674	11.195
Glyma.02G151002	7.142	6.41	20.971	11.688	5.609	25.292	11.896	6.74	21.178	15.654	4.978	21.984
Glyma.02G151100	8.321	18.327	9.993	5.236	9.458	18.58	5.159	10.985	7.479	3.732	4.293	12.692
Glyma.02G151500	2.037	5.379	8.464	3.076	4.307	6.839	3.145	3.096	3.628	3.401	12.214	12.068
Glyma.02G152500	3.063	0.731	5.782	16.487	4.414	0.332	12.127	5.405	10.627	22.054	6.867	3.246
Glyma.02G152900	1.525	1.285	0.947	1.153	0.524	4.995	0.436	0.476	0.541	0.328	0.747	4.654
Glyma.02G153000	64.078	59.308	15.544	83.535	42.048	397.257	15.958	25.112	14.456	15.813	18.685	261.003
Glyma.02G153500	5.813	8.303	2.123	6.531	9.421	1.611	4.229	8.23	1.918	4.337	6.23	2.347
Glyma.02G155200	1.317	1.919	5.376	2.251	2.429	6.899	2.194	2.092	4.125	2.005	3.444	7.826
Glyma.02G155300	6.315	14.276	24.994	8.466	11.976	18.336	8.65	12.419	10.132	7.334	17.528	18.551
Glyma.02G155400	6.512	16.187	23.74	10.177	13.797	12.509	6.73	5.262	5.296	8.65	48.548	34.698
Glyma.02G155600	53.504	59.874	74.323	112.9	50.625	160.945	40.033	53.453	68.395	60.272	40.427	133.522
Glyma.02G158700	1.832	2.703	1.719	1.676	2.11	11.468	2.536	1.614	1.147	0.85	0.975	12.675
Glyma.02G160400	0.519	1.204	2.045	1.009	1.252	3.124	1.243	1.238	3.604	1.203	1.899	3.803
Glyma.02G160500	1198.738	365.807	98.057	153.323	51.505	185.372	62.648	52.308	53.314	94.957	47.004	133.75
Glyma.02G161600	2.126	4.262	9.66	7.557	11.259	7.872	11.719	12.171	14.543	9.216	8.761	9.779
Glyma.02G162300	16.874	12.447	9.733	20.474	12.384	15.92	22.791	15.734	17.282	28.067	13.393	12
Glyma.02G163200	0.991	0.583	1.916	7.853	2.974	1.355	11.125	4.313	5.581	12.418	3.399	2.106
Glyma.02G163300	10.87	9.9	12.457	26.993	22.977	9.303	35.574	25.268	16.644	32.851	21.446	10.716
Glyma.02G164100	0.844	0.716	3.294	2.07	0.916	3.488	1.811	1.102	3.81	2.654	1.274	3.736
