Geneid	RB_0d-1	RB_0d-2	RB_0d-3	SB_0d-1	SB_0d-2	SB_0d-3	RB_28d-1	RB_28d-2	RB_28d-3	SB_28d-1	SB_28d-2	SB_28d-3	RB_7d-1	RB_7d-2	RB_7d-3	SB_7d-1	SB_7d-2	SB_7d-3
PLBR_LOCUS7452	0.016	0.000	0.000	0.018	0.000	0.000	1.814	3.569	0.476	24.519	30.294	37.029	0.000	0.058	0.036	0.511	1.992	0.056
PLBR_LOCUS7453	0.000	0.000	0.000	0.043	0.000	0.000	1.081	1.049	0.101	29.345	27.176	26.368	0.045	0.071	0.177	0.100	0.660	0.000
PLBR_LOCUS7454	0.000	0.000	0.000	0.053	0.000	0.000	1.473	1.786	0.248	27.162	43.047	41.829	0.000	0.115	0.054	0.148	2.088	0.000
PLBR_LOCUS7455	0.071	0.000	0.000	0.000	0.000	0.033	8.023	14.108	2.316	87.662	59.879	80.637	0.083	0.086	0.000	2.949	10.975	0.250
PLBR_LOCUS7456	0.000	0.000	0.000	0.000	0.000	0.000	1.448	1.688	0.234	1.448	0.969	3.247	0.000	0.000	0.206	0.559	1.382	0.105
PLBR_LOCUS7457	0.000	0.000	0.000	0.000	0.000	0.000	0.106	0.190	0.000	4.467	5.631	10.328	0.000	0.208	0.049	0.089	0.094	0.000
PLBR_LOCUS7458	0.000	0.000	0.000	0.000	0.000	0.000	0.072	0.064	0.000	1.750	10.667	3.905	0.068	0.000	0.067	0.060	0.000	0.000
PLBR_LOCUS7459	0.000	0.000	0.000	0.000	0.000	0.000	4.305	15.139	2.680	23.419	19.227	41.163	0.075	0.000	0.000	1.867	6.852	0.226
PLBR_LOCUS7460	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.013	0.000	0.038	0.057	0.040	0.000	0.000	0.000	0.024	0.000	0.000
PLBR_LOCUS7461	0.000	0.000	0.000	0.000	0.000	0.000	0.286	0.014	0.017	3.148	17.272	5.471	0.015	0.000	0.059	0.093	0.028	0.000
PLBR_LOCUS7462	0.000	0.000	0.000	0.000	0.000	0.000	1.208	0.049	0.058	0.524	0.478	0.305	0.415	0.000	0.355	0.138	0.000	0.052
PLBR_LOCUS7463	0.000	0.000	0.000	0.016	0.000	0.000	1.395	2.611	0.440	42.936	43.852	37.568	0.049	0.068	0.048	0.437	2.163	0.033
PLBR_LOCUS7464	0.026	0.046	0.015	0.044	0.042	0.012	7.648	9.880	2.264	166.473	172.210	189.734	0.077	0.285	0.120	2.548	13.796	0.245
PLBR_LOCUS7465	0.000	0.000	0.000	0.000	0.000	0.000	0.884	0.546	0.143	15.201	76.720	53.038	0.193	0.067	0.125	0.284	0.422	0.000
PLBR_LOCUS7466	0.000	0.000	0.000	0.000	0.000	0.000	0.146	0.000	0.000	1.641	3.187	2.292	0.000	0.000	0.358	0.000	0.172	0.046
PLBR_LOCUS7467	0.000	0.000	0.000	0.000	0.000	0.000	0.756	0.112	0.022	2.693	3.603	1.938	0.198	0.021	0.620	0.105	0.223	0.000
PLBR_LOCUS7468	0.000	0.061	0.000	0.000	0.057	0.000	4.035	8.065	1.846	193.537	164.456	133.409	0.000	0.127	0.000	0.435	6.458	0.307
PLBR_LOCUS7469	0.112	0.000	0.063	0.000	0.000	0.000	1.045	0.186	0.366	81.026	133.767	105.025	0.000	0.000	0.129	0.000	1.358	0.000
PLBR_LOCUS7470	0.000	0.029	0.000	0.000	0.000	0.000	0.251	0.028	0.016	10.450	13.833	10.130	0.000	0.000	0.029	0.000	0.069	0.000
PLBR_LOCUS7471	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.000	0.919	7.656	12.899	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS7472	0.052	0.000	0.058	0.057	0.056	0.048	5.954	12.728	3.901	313.054	383.508	250.225	0.181	0.313	0.354	1.606	13.387	0.302
PLBR_LOCUS7473	0.000	0.000	0.000	0.000	0.000	0.000	4.213	0.218	0.128	3.068	1.496	1.271	0.461	0.358	3.886	2.298	0.162	0.058
PLBR_LOCUS7474	0.033	0.039	0.038	0.037	0.000	0.000	2.691	6.053	0.609	100.189	119.440	126.030	0.000	0.284	0.191	0.762	6.455	0.156
PLBR_LOCUS7475	0.056	0.131	0.063	0.062	0.121	0.000	4.305	6.685	1.678	137.597	136.590	130.000	0.066	0.136	0.064	0.871	10.027	0.328
PLBR_LOCUS7476	0.000	0.000	0.000	0.000	0.000	0.000	8.340	8.825	4.586	12.224	10.661	32.993	0.147	0.229	0.575	15.123	12.499	1.915
PLBR_LOCUS7477	0.130	0.061	0.000	0.029	0.084	0.194	103.858	172.258	20.853	499.655	399.992	558.453	0.152	0.726	0.298	26.425	81.665	1.555
PLBR_LOCUS7478	0.000	0.185	0.000	0.088	0.000	0.000	5.592	9.358	2.371	193.225	246.748	198.591	0.093	0.288	0.181	1.477	16.341	0.371
PLBR_LOCUS7479	0.000	0.000	0.000	0.000	0.000	0.000	0.169	0.000	0.000	4.138	12.660	9.825	0.000	0.000	0.000	0.047	0.000	0.000
PLBR_LOCUS7480	0.000	0.000	0.000	0.000	0.136	0.000	5.968	14.156	1.908	38.220	68.561	65.756	0.196	0.152	0.000	1.519	6.621	0.343
PLBR_LOCUS7481	0.000	0.000	0.000	0.000	0.000	0.000	0.513	0.213	0.013	2.098	2.301	2.707	0.056	0.023	0.220	0.060	0.074	0.011
PLBR_LOCUS7482	0.000	0.000	0.000	0.000	0.000	0.000	1.294	1.831	0.296	24.155	16.348	18.311	0.000	0.000	0.052	0.212	1.470	0.000
PLBR_LOCUS7483	0.279	0.163	0.000	0.310	0.151	0.260	59.850	113.035	24.897	2682.021	2578.190	2072.672	0.163	3.385	1.436	29.946	202.604	3.922
PLBR_LOCUS7484	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.057	3.326	1.161	0.000	0.000	0.000	0.000	0.000	0.021
PLBR_LOCUS7485	0.000	0.000	0.000	0.000	0.000	0.000	0.526	3.141	0.221	9.660	7.733	15.655	0.000	0.000	0.000	1.407	3.401	0.000
PLBR_LOCUS7486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS7487	0.060	0.000	0.000	0.000	0.000	0.000	0.494	1.366	0.234	3.619	4.377	7.116	0.000	0.000	0.000	0.021	0.482	0.023
PLBR_LOCUS7488	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.098	0.000	1.480	0.849	1.491	0.026	0.000	0.076	0.046	0.146	0.000
PLBR_LOCUS7489	0.000	0.000	0.000	0.000	0.115	0.099	8.677	15.822	3.315	334.673	387.291	296.308	0.373	0.000	0.121	2.859	25.508	0.124
PLBR_LOCUS7490	0.045	0.105	0.000	0.000	0.000	0.000	7.130	11.819	2.165	154.457	169.656	218.869	0.211	0.491	0.206	1.957	12.585	0.316
PLBR_LOCUS7491	0.000	0.000	0.000	0.000	0.000	0.000	0.810	3.010	0.142	41.781	30.008	43.396	0.000	0.132	0.125	0.000	2.752	0.000
PLBR_LOCUS7492	0.000	0.000	0.000	0.000	0.000	0.000	1.710	2.831	0.220	28.911	22.766	27.005	0.099	0.034	0.064	0.671	1.701	0.033
PLBR_LOCUS7493	0.000	0.000	0.085	0.084	0.000	0.000	2.336	3.083	0.785	54.176	51.429	76.333	0.088	0.000	0.259	0.313	5.134	0.088
PLBR_LOCUS7494	0.000	0.000	0.000	0.045	0.044	0.000	1.348	2.848	0.315	50.482	54.353	60.002	0.047	0.049	0.046	0.251	1.858	0.094
PLBR_LOCUS7495	0.000	0.050	0.048	0.095	0.046	0.040	5.815	8.342	1.722	150.024	167.200	132.182	0.000	0.259	0.098	2.388	9.696	0.150
PLBR_LOCUS7496	0.000	0.000	0.000	0.000	0.000	0.000	2.714	3.387	0.380	84.493	93.119	81.226	0.342	0.000	0.334	0.757	4.328	0.000
PLBR_LOCUS7497	0.000	0.000	0.000	0.000	0.000	0.000	1.011	2.254	0.620	21.468	16.258	30.760	0.080	0.000	0.078	0.352	2.464	0.000
PLBR_LOCUS7498	0.000	0.000	0.000	0.000	0.000	0.000	0.817	0.547	0.000	5.843	5.251	3.616	0.000	0.000	0.094	0.085	0.000	0.000
PLBR_LOCUS7499	0.000	0.000	0.000	0.000	0.000	0.000	1.083	0.097	0.000	0.188	1.028	0.977	0.512	0.212	0.999	0.091	0.000	0.000
PLBR_LOCUS7500	0.000	0.000	0.000	0.000	0.000	0.000	1.304	0.274	0.081	7.845	5.885	3.727	0.000	0.000	0.212	0.321	0.136	0.000
PLBR_LOCUS7501	0.000	0.000	0.000	0.000	0.000	0.000	0.666	0.620	0.000	5.645	3.457	5.948	0.246	0.028	0.267	0.145	0.128	0.000
PLBR_LOCUS7502	0.312	0.546	0.000	0.000	0.000	0.000	2.320	3.964	2.437	307.227	392.995	204.994	0.183	0.378	0.000	0.647	15.416	0.000
PLBR_LOCUS7503	0.000	0.000	0.000	0.000	0.000	0.000	2.519	2.349	0.456	15.054	10.028	15.211	0.137	0.028	0.321	0.605	1.308	0.109
PLBR_LOCUS7504	0.000	0.000	0.000	0.000	0.000	0.000	0.081	0.145	0.000	10.238	14.174	5.202	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS7505	0.000	0.000	0.000	0.000	0.000	0.000	0.066	0.000	0.000	2.179	4.500	1.102	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS7506	0.000	0.000	0.000	0.000	0.000	0.000	0.246	0.293	0.086	9.953	18.424	5.011	0.078	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS7507	0.000	0.056	0.000	0.000	0.000	0.000	0.415	0.581	0.000	15.291	27.812	17.054	0.000	0.058	0.000	0.149	0.682	0.000
PLBR_LOCUS7508	0.000	0.000	0.000	0.000	0.000	0.000	0.190	0.000	0.066	0.767	1.199	0.482	0.119	0.000	0.350	0.000	0.056	0.000
PLBR_LOCUS7509	0.327	0.000	0.000	0.000	0.000	0.000	3.377	7.586	1.845	188.539	215.610	174.145	0.510	0.000	0.000	1.130	11.249	0.128
PLBR_LOCUS7510	0.000	0.000	0.000	0.041	0.000	0.000	2.098	1.667	0.240	92.798	103.754	84.416	0.129	0.223	0.042	0.114	3.314	0.086
PLBR_LOCUS7511	0.000	0.000	0.039	0.114	0.000	0.032	3.876	5.961	1.432	123.704	157.093	141.571	0.040	0.167	0.039	0.891	4.641	0.362
PLBR_LOCUS7512	0.000	0.000	0.000	0.000	0.000	0.000	0.208	0.371	0.044	15.933	24.111	16.282	0.039	0.000	0.192	0.000	0.516	0.000
PLBR_LOCUS7513	0.000	0.000	0.000	0.000	0.000	0.000	0.563	1.005	0.059	25.630	31.985	17.242	0.000	0.165	0.000	0.047	1.098	0.000
PLBR_LOCUS7514	0.000	0.000	0.000	0.000	0.000	0.000	0.916	1.098	0.299	21.697	40.370	34.183	0.015	0.062	0.087	0.158	0.699	0.015
PLBR_LOCUS7515	0.092	0.000	0.000	0.000	0.000	0.000	8.175	17.107	1.551	152.797	129.190	152.706	0.000	0.111	0.105	2.374	22.736	0.751
PLBR_LOCUS7516	0.000	0.000	0.000	0.000	0.000	0.000	0.178	0.000	0.000	2.706	2.963	3.467	0.000	0.087	0.000	0.299	0.000	0.000
PLBR_LOCUS7517	0.000	0.000	0.000	0.000	0.000	0.000	1.079	1.179	0.257	22.236	27.386	25.448	0.000	0.040	0.038	0.187	0.883	0.000
PLBR_LOCUS7518	0.000	0.000	0.000	0.000	0.000	0.000	0.168	0.021	0.050	5.211	7.010	4.423	0.023	0.000	0.177	0.020	0.127	0.000
PLBR_LOCUS7519	0.051	0.000	0.000	0.114	0.055	0.000	6.870	12.476	2.807	177.316	218.079	213.208	0.361	0.187	0.763	3.032	14.202	0.421
PLBR_LOCUS7520	0.000	0.089	0.021	0.106	0.000	0.018	2.557	4.411	0.572	48.122	58.978	59.517	0.000	0.069	0.022	0.614	3.041	0.089
PLBR_LOCUS7521	0.000	0.000	0.000	0.000	0.000	0.107	2.979	4.932	1.192	100.431	110.710	91.162	0.000	0.000	0.000	1.186	5.530	0.134
PLBR_LOCUS7522	0.000	0.036	0.069	0.000	0.000	0.000	1.106	1.360	0.040	22.209	23.553	26.071	0.000	0.000	0.000	0.159	1.183	0.036
PLBR_LOCUS7523	0.495	0.622	0.000	0.169	0.247	0.284	71.330	117.591	19.329	1115.872	1466.712	1000.909	0.579	1.339	1.131	35.233	92.580	2.808
PLBR_LOCUS7524	0.021	0.074	0.000	0.000	0.000	0.000	4.114	6.639	0.793	60.781	52.868	75.058	0.025	0.102	0.024	1.459	4.152	0.074
PLBR_LOCUS7525	0.000	0.000	0.000	0.053	0.000	0.045	3.564	7.042	1.435	142.047	138.773	139.397	0.112	0.174	0.000	1.341	6.736	0.000
PLBR_LOCUS7526	0.000	0.000	0.000	0.050	0.000	0.000	0.553	0.839	0.058	12.467	12.864	11.866	0.000	0.000	0.000	0.000	1.226	0.000
PLBR_LOCUS7527	0.000	0.000	0.000	0.031	0.015	0.000	0.981	1.795	0.331	42.125	48.090	44.237	0.050	0.103	0.097	0.395	3.072	0.132
PLBR_LOCUS7528	0.000	0.000	0.000	0.043	0.000	0.000	1.788	4.266	0.965	63.238	56.634	48.532	0.228	0.095	0.178	0.687	4.196	0.046
PLBR_LOCUS7529	0.000	0.000	0.000	0.000	0.070	0.120	0.719	1.281	0.671	83.566	126.814	49.640	0.000	0.078	0.147	0.000	1.132	0.000
PLBR_LOCUS7530	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.694	17.612	5.092	0.000	0.000	0.000	0.055	0.000	0.000
PLBR_LOCUS7531	0.031	0.000	0.069	0.034	0.033	0.029	7.223	8.177	1.606	118.448	152.107	117.774	0.036	0.037	0.035	1.726	10.496	0.217
PLBR_LOCUS7532	0.043	0.100	0.000	0.048	0.046	0.040	4.298	5.534	1.059	116.588	109.070	106.589	0.301	0.104	1.273	1.021	5.641	0.251
PLBR_LOCUS7533	0.000	0.000	0.000	0.000	0.000	0.000	1.315	2.137	0.487	10.587	6.848	16.421	0.000	0.076	0.000	0.194	0.343	0.073
PLBR_LOCUS7534	0.000	0.000	0.000	0.103	0.000	0.000	2.191	1.439	0.485	54.458	42.124	44.574	0.109	0.000	0.213	0.482	3.678	0.109
PLBR_LOCUS7535	0.000	0.000	0.000	0.000	0.000	0.000	0.481	0.086	0.000	3.584	2.966	2.270	0.000	0.000	0.089	0.161	0.000	0.000
PLBR_LOCUS7536	0.000	0.069	0.000	0.000	0.000	0.000	1.531	2.795	0.230	48.102	51.962	52.258	0.000	0.036	0.000	0.427	2.713	0.138
PLBR_LOCUS7537	0.000	0.000	0.000	0.000	0.000	0.000	0.189	0.112	0.000	10.154	13.848	11.236	0.000	0.062	0.058	0.000	0.112	0.000
PLBR_LOCUS7538	0.000	0.000	0.000	0.000	0.000	0.000	0.254	1.248	1.337	106.379	139.015	83.076	0.000	0.249	0.117	0.532	2.931	0.000
PLBR_LOCUS7539	0.000	0.000	0.000	0.000	0.000	0.000	0.246	0.176	0.104	5.639	8.400	2.532	0.023	0.000	0.045	0.124	0.131	0.000
PLBR_LOCUS7540	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.212	0.193	0.381	0.173	0.000	0.000	0.051	0.000	0.000
PLBR_LOCUS7541	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.158	0.144	0.253	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS7542	0.081	0.000	0.000	0.090	0.000	0.000	2.202	1.606	0.421	44.235	65.611	46.748	0.851	0.490	1.385	1.339	1.596	0.000
PLBR_LOCUS7543	0.000	0.000	0.000	0.000	0.000	0.000	1.585	4.133	0.678	45.056	44.640	46.836	0.000	0.057	0.000	0.491	3.744	0.000
PLBR_LOCUS7544	0.000	0.000	0.000	0.000	0.000	0.018	1.044	1.667	0.255	17.823	18.088	21.082	0.000	0.024	0.045	0.508	0.904	0.000
PLBR_LOCUS7545	0.000	0.000	0.000	0.000	0.000	0.000	0.241	0.000	0.338	4.045	4.646	1.396	0.000	0.000	0.074	0.067	0.000	0.000
PLBR_LOCUS7546	0.000	0.000	0.000	0.000	0.086	0.000	2.268	4.131	0.414	123.025	129.097	97.431	0.000	0.000	0.182	0.577	6.901	0.000
PLBR_LOCUS7547	0.106	0.124	0.119	0.235	0.000	0.000	10.386	13.595	2.900	424.321	676.148	390.455	0.373	0.386	2.547	3.628	22.829	0.994
PLBR_LOCUS7548	0.075	0.349	0.000	0.000	0.161	0.000	19.349	24.182	4.571	547.017	608.431	535.610	0.262	0.815	0.171	3.639	36.665	0.350
PLBR_LOCUS7549	0.000	0.000	0.000	0.000	0.000	0.000	1.078	1.921	0.566	24.930	33.568	26.770	0.000	0.053	0.000	0.180	1.766	0.102
PLBR_LOCUS7550	0.000	0.035	0.000	0.000	0.000	0.000	2.025	4.168	0.735	38.437	27.768	31.626	0.000	0.000	0.000	0.185	4.175	0.070
PLBR_LOCUS7551	0.000	0.000	0.000	0.000	0.000	0.000	0.578	1.471	0.520	19.660	20.354	23.074	0.000	0.000	0.000	0.138	1.754	0.078
PLBR_LOCUS7552	0.000	0.000	0.000	0.000	0.060	0.000	1.107	2.652	0.363	76.201	103.779	60.642	0.131	0.068	0.128	0.405	4.107	0.000
PLBR_LOCUS7553	0.000	0.000	0.000	0.000	0.000	0.000	1.128	1.602	0.395	17.702	13.709	20.874	0.079	0.000	0.193	0.280	0.814	0.000
PLBR_LOCUS7554	0.000	0.000	0.000	0.074	0.000	0.000	0.207	0.074	0.087	1.400	1.114	1.610	0.000	0.000	0.038	0.000	0.037	0.000
PLBR_LOCUS7555	0.000	0.000	0.000	0.000	0.000	0.000	0.211	0.715	0.089	6.037	7.612	12.395	0.080	0.000	0.000	0.071	0.150	0.000
PLBR_LOCUS7556	0.000	0.000	0.000	0.000	0.000	0.000	0.090	0.160	0.000	1.476	1.630	2.737	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS7557	0.000	0.000	0.000	0.000	0.000	0.000	1.187	1.709	0.767	53.001	44.031	31.930	0.000	0.089	0.000	0.382	2.912	0.086
PLBR_LOCUS7558	0.000	0.000	0.000	0.000	0.000	0.000	0.377	1.049	0.099	13.009	9.563	14.076	0.000	0.000	0.087	0.197	1.376	0.000
PLBR_LOCUS7559	0.000	0.000	0.000	0.000	0.055	0.047	27.323	58.885	6.123	172.243	108.909	148.511	0.118	0.184	0.116	11.268	50.970	0.592
PLBR_LOCUS7560	0.000	0.000	0.091	0.000	0.000	0.000	1.602	1.963	0.631	38.163	40.522	39.316	0.095	0.098	0.000	0.167	2.838	0.000
PLBR_LOCUS7561	0.091	0.106	0.000	0.000	0.000	0.056	1.615	3.181	0.513	32.449	62.752	60.158	0.071	0.074	0.035	0.471	2.795	0.071
PLBR_LOCUS7562	0.111	0.129	0.000	0.000	0.000	0.103	0.137	0.000	0.432	25.986	232.788	195.570	0.129	0.134	0.000	0.000	0.243	0.000
PLBR_LOCUS7563	0.012	0.000	0.013	0.000	0.000	0.000	1.648	2.361	0.325	33.855	32.940	28.798	0.042	0.086	0.217	0.320	1.917	0.028
PLBR_LOCUS7564	0.028	0.000	0.000	0.016	0.000	0.000	2.515	3.633	0.456	40.696	46.020	46.601	0.016	0.085	0.048	0.508	2.228	0.033
PLBR_LOCUS7565	0.032	0.000	0.012	0.000	0.000	0.000	1.601	2.433	0.331	27.370	28.004	26.946	0.025	0.051	0.036	0.395	1.046	0.037
PLBR_LOCUS7566	0.000	0.000	0.000	0.000	0.000	0.000	0.326	0.654	0.043	25.136	20.166	22.307	0.000	0.040	0.000	0.034	0.433	0.038
PLBR_LOCUS7567	0.000	0.000	0.000	0.000	0.000	0.000	0.144	0.342	0.050	3.534	4.059	2.797	0.045	0.000	0.000	0.000	0.383	0.000
PLBR_LOCUS7568	0.000	0.000	0.153	0.000	0.000	0.000	0.590	0.225	0.000	25.849	19.856	24.503	0.000	0.082	0.000	0.000	1.045	0.000
PLBR_LOCUS7569	0.000	0.000	0.000	0.000	0.000	0.000	1.895	3.484	1.618	53.313	45.885	56.052	0.112	0.058	0.000	0.495	3.305	0.112
PLBR_LOCUS7570	0.000	0.000	0.000	0.000	0.082	0.000	0.283	0.168	0.000	9.224	7.969	11.374	0.000	0.000	0.000	0.000	0.334	0.089
PLBR_LOCUS7571	0.000	0.000	0.000	0.000	0.000	0.000	0.340	0.152	0.000	7.365	5.511	4.129	0.000	0.000	0.000	0.000	0.000	0.161
PLBR_LOCUS7572	0.000	0.000	0.000	0.000	0.000	0.000	0.921	0.575	0.194	31.299	33.150	21.549	0.000	0.180	0.000	0.154	0.653	0.174
PLBR_LOCUS7573	0.055	0.000	0.000	0.000	0.000	0.025	2.060	3.402	0.532	60.243	67.625	62.844	0.064	0.099	0.031	0.537	4.248	0.064
PLBR_LOCUS7574	0.000	0.000	0.000	0.000	0.028	0.024	1.741	3.161	0.406	35.086	27.504	44.654	0.000	0.032	0.030	1.159	3.285	0.091
PLBR_LOCUS7575	0.000	0.000	0.000	0.040	0.000	0.000	2.740	3.644	0.378	49.742	50.645	55.828	0.042	0.088	0.041	0.488	2.627	0.085
PLBR_LOCUS7576	0.000	0.000	0.000	0.000	0.000	0.000	2.036	3.508	0.611	18.108	15.749	17.148	0.000	0.000	0.042	0.640	1.709	0.043
PLBR_LOCUS7577	0.000	0.000	0.000	0.000	0.000	0.000	0.874	1.355	0.240	21.367	19.737	18.905	0.036	0.000	0.000	0.191	1.077	0.000
PLBR_LOCUS7578	0.000	0.000	0.000	0.146	0.000	0.122	5.704	8.717	2.568	332.415	523.665	233.196	0.154	0.638	0.150	2.726	15.883	0.154
PLBR_LOCUS7579	0.000	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	2.533	2.799	0.686	0.078	0.000	0.114	0.000	0.073	0.000
PLBR_LOCUS7580	0.000	0.000	0.000	0.000	0.000	0.000	1.126	0.020	0.024	5.974	7.487	5.120	0.217	0.000	0.360	0.058	0.489	0.000
PLBR_LOCUS7581	0.013	0.000	0.029	0.029	0.000	0.000	1.873	3.283	0.560	31.795	32.639	50.310	0.000	0.079	0.030	0.513	2.175	0.031
PLBR_LOCUS7582	0.083	0.000	0.000	0.000	0.000	0.000	1.549	3.267	0.325	36.499	54.039	63.119	0.000	0.101	0.000	0.734	3.705	0.098
PLBR_LOCUS7583	0.000	0.000	0.000	0.034	0.000	0.028	1.759	3.703	0.708	65.461	76.212	59.644	0.000	0.183	0.035	0.344	3.746	0.035
PLBR_LOCUS7584	0.000	0.000	0.000	0.000	0.000	0.000	0.741	0.888	0.161	27.224	32.899	22.972	0.024	0.025	0.118	0.064	0.973	0.048
PLBR_LOCUS7585	0.000	0.000	0.000	0.000	0.054	0.000	1.373	2.448	0.393	68.347	85.802	70.803	0.059	0.000	0.000	0.157	3.870	0.118
PLBR_LOCUS7586	0.000	0.000	0.000	0.000	0.033	0.000	6.162	7.758	1.923	87.052	97.033	82.779	0.071	0.037	0.034	2.030	6.022	0.000
PLBR_LOCUS7587	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.935	0.820	0.000	0.000	0.000	0.000	0.037	0.000
PLBR_LOCUS7588	0.000	0.008	0.000	0.000	0.004	0.003	0.436	0.512	0.106	4.419	6.414	5.202	0.012	0.004	0.008	0.333	0.338	0.028
PLBR_LOCUS7589	0.000	0.000	0.000	0.000	0.000	0.000	0.115	0.358	0.000	0.497	0.453	5.649	0.000	0.000	0.000	0.000	0.051	0.000
PLBR_LOCUS7590	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.134	6.066	0.000	0.000	0.000	0.000	0.000	0.000
PLBR_LOCUS7591	0.000	0.000	0.000	0.000	0.000	0.000	0.266	1.663	0.000	71.349	91.652	85.619	0.000	0.000	0.000	0.223	0.708	0.252
PLBR_LOCUS7592	0.000	0.000	0.000	0.000	0.000	0.000	0.079	0.071	0.000	4.049	3.945	3.462	0.000	0.000	0.073	0.000	0.140	0.000
PLBR_LOCUS7593	0.000	0.000	0.033	0.000	0.031	0.000	1.864	3.644	0.603	42.655	46.377	53.816	0.000	0.210	0.132	0.540	2.541	0.034
PLBR_LOCUS7594	0.023	0.000	0.000	0.026	0.000	0.000	2.047	3.495	0.666	44.491	65.808	41.873	0.027	0.141	0.027	0.579	2.682	0.027
PLBR_LOCUS7595	0.082	0.000	0.000	0.046	0.044	0.076	1.423	3.897	0.587	67.246	99.295	63.660	0.288	0.099	0.047	0.425	2.116	0.096
PLBR_LOCUS7596	0.000	0.000	0.000	0.000	0.153	0.000	0.528	1.334	0.370	43.861	60.069	40.808	0.416	0.172	0.000	0.147	2.028	0.000
PLBR_LOCUS7597	0.075	0.000	0.000	0.000	0.000	0.000	2.177	3.411	0.752	44.118	42.225	57.823	0.059	0.030	0.029	0.702	3.638	0.000
PLBR_LOCUS7598	0.000	0.000	0.000	0.000	0.038	0.000	1.500	2.792	0.742	68.309	59.854	65.206	0.000	0.173	0.041	0.369	2.345	0.208
PLBR_LOCUS7599	0.000	0.000	0.164	0.162	0.079	0.000	3.437	5.161	2.091	151.116	217.708	114.934	0.000	0.089	0.000	0.530	9.617	0.085
PLBR_LOCUS7600	0.023	0.027	0.000	0.000	0.000	0.000	2.359	3.745	0.695	82.301	107.290	112.156	0.027	0.113	0.080	0.361	2.396	0.054
PLBR_LOCUS7601	0.000	0.000	0.000	0.000	0.000	0.000	0.683	0.304	0.000	13.499	11.103	12.085	0.040	0.042	0.157	0.500	0.113	0.000
PLBR_LOCUS7602	0.025	0.029	0.028	0.000	0.000	0.000	1.043	1.449	0.387	40.684	45.683	61.291	0.029	0.030	0.000	0.154	1.902	0.116
PLBR_LOCUS7603	0.000	0.053	0.000	0.000	0.000	0.000	2.487	3.679	0.891	60.689	51.378	55.096	0.027	0.055	0.026	0.638	5.059	0.027
PLBR_LOCUS7604	0.000	0.000	0.000	0.000	0.000	0.000	0.552	0.300	0.071	3.233	2.524	2.234	0.140	0.000	0.162	0.079	0.036	0.025
PLBR_LOCUS7605	0.022	0.000	0.000	0.000	0.000	0.000	2.738	5.005	0.988	46.539	34.004	38.366	0.026	0.027	0.026	1.018	2.891	0.078
PLBR_LOCUS7606	0.049	0.000	0.000	0.018	0.000	0.000	1.036	1.992	0.149	23.721	35.550	30.215	0.019	0.079	0.000	0.476	0.936	0.019
PLBR_LOCUS7607	0.094	0.000	0.106	0.000	0.000	0.000	2.684	3.745	1.103	103.532	118.089	88.178	0.000	0.457	0.215	0.000	2.688	0.110
PLBR_LOCUS7608	0.000	0.000	0.000	0.000	0.000	0.000	0.636	0.087	0.051	14.331	17.797	9.881	0.092	0.048	0.271	0.368	0.303	0.000
PLBR_LOCUS7609	0.000	0.000	0.000	0.000	0.028	0.000	1.583	0.508	0.000	11.245	11.087	10.082	0.150	0.031	1.168	0.238	0.449	0.000
PLBR_LOCUS7610	0.017	0.020	0.000	0.000	0.000	0.000	2.743	4.159	0.726	49.688	47.987	55.516	0.041	0.127	0.159	0.741	2.947	0.041
PLBR_LOCUS7611	0.000	0.000	0.000	0.000	0.000	0.045	1.838	3.541	0.685	92.659	117.592	89.427	0.000	0.058	0.000	0.248	4.307	0.168
PLBR_LOCUS7612	0.000	0.000	0.000	0.000	0.000	0.000	0.742	2.457	0.613	48.918	59.138	45.209	0.150	0.104	0.000	0.532	3.710	0.100
PLBR_LOCUS7613	0.000	0.000	0.000	0.000	0.053	0.000	0.611	0.871	0.064	20.049	17.619	21.691	0.115	0.000	0.113	0.306	1.623	0.000
