Geneid	A05-12-1	A05-12-2	A05-12-3	A05-16-2	A05-16-3	A05-16
Glyma.19G097200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G097300	1.224	1.168	1.293	2.494	2.127	3.002
Glyma.19G097400	1.607	1.773	1.493	2.391	2.087	2.864
Glyma.19G097500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G097700	1.338	1.444	1.271	0.975	0.799	0.979
Glyma.19G097900	1.089	0.798	1.124	2.301	2.496	2.527
Glyma.19G098000	0.221	0.054	0.078	0.508	0.478	0.174
Glyma.19G098100	0.059	0.022	0.036	0.035	0.037	0.059
Glyma.19G098500	1.179	1.178	1.055	0.114	0.048	0.023
Glyma.19G098550	0.000	0.000	0.000	0.000	0.245	0.000
Glyma.19G098600	0.302	0.331	0.413	0.730	0.403	0.627
Glyma.19G098801	0.000	0.000	0.000	0.000	0.000	0.030
Glyma.19G098900	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G099000	6.259	6.715	7.078	10.539	13.618	11.041
Glyma.19G099100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G099200	1.046	0.810	1.012	2.130	2.126	1.704
Glyma.19G099300	1.235	1.354	1.368	5.533	5.594	5.062
Glyma.19G099400	5.396	5.514	5.176	10.355	8.240	9.703
Glyma.19G099500	0.269	0.209	0.388	4.460	5.092	3.781
Glyma.19G099600	0.036	0.000	0.031	0.076	0.043	0.078
Glyma.19G099700	3.698	4.080	3.917	3.349	5.055	4.478
Glyma.19G099900	19.000	19.530	20.190	12.165	11.679	10.944
Glyma.19G100000	0.489	0.458	0.419	0.811	0.748	0.825
Glyma.19G100100	4.133	3.613	3.536	5.270	7.705	4.034
Glyma.19G100200	11.088	10.601	10.723	22.740	19.485	22.931
Glyma.19G100300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G100400	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G100500	2.598	2.441	2.360	2.319	3.404	2.775
Glyma.19G100600	1.742	2.634	1.828	3.490	3.588	5.106
Glyma.19G100700	0.187	0.255	0.184	0.476	0.366	0.402
Glyma.19G100800	0.117	0.078	0.113	0.340	0.587	0.629
Glyma.19G100850	0.507	0.143	0.103	0.000	0.000	0.051
Glyma.19G100900	0.157	0.192	0.173	0.025	0.000	0.000
Glyma.19G100950	0.134	0.000	0.000	0.171	0.000	0.000
Glyma.19G101000	10.516	9.664	10.804	9.920	9.807	10.821
Glyma.19G101100	57.847	53.813	57.723	33.295	32.601	31.411
Glyma.19G101200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G101250	0.000	0.000	0.000	0.000	0.000	0.023
Glyma.19G101300	0.062	0.133	0.096	0.574	0.546	0.508
Glyma.19G101401	3.100	3.048	2.932	6.749	4.906	6.537
Glyma.19G101500	4.750	4.507	4.706	0.050	0.071	0.154
Glyma.19G101550	0.000	0.000	0.616	0.297	0.420	0.000
Glyma.19G101600	2.774	2.423	2.619	3.724	3.220	3.511
Glyma.19G101700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G102000	6.081	5.758	5.313	5.647	5.061	4.552
Glyma.19G102100	5.815	6.100	5.577	8.677	8.179	8.969
Glyma.19G102200	8.112	10.036	9.431	9.274	18.593	9.299
Glyma.19G102300	0.024	0.058	0.070	0.092	0.115	0.084
Glyma.19G102400	2.181	2.043	2.147	621.273	575.189	579.522
Glyma.19G102500	4.038	3.661	3.692	4.126	4.047	3.418
Glyma.19G102600	0.069	0.028	0.020	0.162	0.052	0.060
Glyma.19G102700	3.106	2.855	3.338	0.226	0.053	0.039
Glyma.19G102800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G103000	7.852	8.735	7.249	11.204	9.898	10.570
Glyma.19G103100	0.132	0.032	0.070	0.505	0.428	0.346
Glyma.19G103200	2.513	2.461	2.025	3.907	4.182	4.238
Glyma.19G103400	4.130	4.223	3.965	6.491	5.958	5.494
Glyma.19G103550	1.082	1.330	0.966	3.124	3.139	3.265
Glyma.19G103700	0.017	0.021	0.052	0.075	0.061	0.099
Glyma.19G103800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G103966	13.504	12.044	13.128	8.143	12.780	8.809
Glyma.19G104032	0.085	0.104	0.000	0.868	0.230	0.334
Glyma.19G104100	0.018	0.151	0.047	1.550	0.651	1.061
Glyma.19G104201	0.251	0.153	0.126	0.274	0.548	0.445
Glyma.19G104300	2.074	1.810	1.901	3.461	2.339	3.432
Glyma.19G104400	0.141	0.115	0.000	0.060	0.106	0.276
Glyma.19G104500	1.045	0.985	0.764	1.486	1.629	1.683
Glyma.19G104600	3.377	3.113	2.918	0.450	0.388	0.535
Glyma.19G104800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G105000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G105100	88.804	87.343	86.617	11.526	11.685	11.131
Glyma.19G105400	0.541	0.277	0.399	0.738	0.578	0.643
Glyma.19G105500	0.025	0.030	0.011	0.126	0.100	0.081
Glyma.19G105600	1.629	1.775	2.054	0.863	0.565	0.772
Glyma.19G105700	42.355	46.548	47.814	39.867	37.648	39.913
Glyma.19G105900	5.416	5.048	5.218	7.843	7.840	7.559
Glyma.19G106000	0.186	0.142	0.144	0.435	0.475	0.427
Glyma.19G106200	0.882	0.906	0.830	0.407	0.515	0.447
Glyma.19G106400	0.203	0.248	0.089	0.032	0.137	0.133
Glyma.19G106500	2.040	1.816	2.369	0.146	0.241	0.200
Glyma.19G106600	1.212	0.961	1.125	0.000	0.000	0.000
Glyma.19G106700	2.447	2.144	1.910	0.024	0.000	0.000
Glyma.19G106800	508.274	513.813	529.381	145.785	181.885	148.834
Glyma.19G106850	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G106900	5.504	5.745	5.683	4.382	5.750	4.447
Glyma.19G107000	0.250	0.180	0.298	0.713	0.743	0.791
Glyma.19G107300	5.612	5.778	6.157	7.057	7.238	6.598
Glyma.19G107402	0.216	0.333	0.240	1.032	0.809	1.186
Glyma.19G107500	3.113	2.599	2.338	3.527	2.525	3.521
Glyma.19G107700	0.161	0.230	0.402	0.103	0.097	0.158
Glyma.19G107800	0.018	0.022	0.000	0.000	0.000	0.000
Glyma.19G108000	0.093	0.151	0.109	0.315	0.584	0.606
Glyma.19G108100	0.000	0.123	0.133	0.000	0.181	0.395
Glyma.19G108200	0.078	0.144	0.069	0.600	0.495	0.924
Glyma.19G108300	8.755	10.390	9.778	11.038	6.815	9.840
Glyma.19G108400	6.515	6.138	8.437	11.378	12.398	12.190
Glyma.19G108500	6.001	6.716	6.242	2.524	2.786	2.214
Glyma.19G108600	0.059	0.052	0.022	0.216	0.213	0.199
Glyma.19G108800	0.573	0.682	0.518	4.310	4.106	4.254
Glyma.19G109000	22.041	21.641	22.371	19.223	29.502	17.422
Glyma.19G109100	0.216	0.363	0.309	0.184	0.292	0.224
Glyma.19G109200	2.292	2.468	2.802	4.541	4.020	5.052
Glyma.19G109267	0.081	0.164	0.083	0.086	0.073	0.159
Glyma.19G109333	0.090	0.061	0.123	0.128	0.081	0.066
Glyma.19G109400	23.273	24.205	23.485	10.843	10.763	11.002
Glyma.19G109500	3.007	2.796	2.487	1.737	1.264	1.415
Glyma.19G109600	10.791	11.648	8.295	4.000	9.613	1.479
Glyma.19G109700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G109901	0.062	0.000	0.091	0.000	0.000	0.000
Glyma.19G110000	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G110100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G110200	4.806	5.549	5.332	1.006	1.099	0.940
Glyma.19G110300	7.175	6.341	6.282	12.850	12.177	10.540
Glyma.19G110500	2.462	2.314	2.354	2.222	2.749	2.655
Glyma.19G110600	0.116	0.085	0.061	0.074	0.094	0.045
Glyma.19G110700	8.290	9.825	8.313	2.128	1.852	2.646
Glyma.19G110800	6.419	6.580	6.366	10.121	8.736	9.878
Glyma.19G110900	2.307	2.013	1.995	1.877	2.138	1.669
Glyma.19G111000	0.098	0.129	0.113	0.000	0.020	0.010
Glyma.19G111200	3.032	2.762	2.545	6.996	5.096	7.029
Glyma.19G111300	0.697	0.684	0.494	0.571	0.538	0.489
Glyma.19G111400	0.062	0.094	0.041	0.000	0.014	0.000
Glyma.19G111500	0.597	0.663	0.718	1.038	0.587	0.853
Glyma.19G111550	0.520	1.907	0.688	1.327	2.345	0.341
Glyma.19G111600	2.228	2.135	1.746	3.234	3.381	2.831
Glyma.19G111700	0.007	0.027	0.032	0.028	0.013	0.048
Glyma.19G111800	24.056	26.128	26.288	28.443	42.737	26.829
Glyma.19G111900	5.685	6.148	6.213	6.900	10.186	6.381
Glyma.19G111850	0.167	0.000	0.441	1.064	0.150	0.437
Glyma.19G112000	0.031	0.075	0.189	0.234	0.331	0.321
Glyma.19G112100	2.731	2.185	2.216	3.021	3.246	2.185
Glyma.19G112200	4.242	3.303	4.043	3.888	2.820	3.543
Glyma.19G112300	3.651	4.459	5.941	6.267	9.238	5.519
Glyma.19G112400	0.044	0.000	0.039	0.056	0.040	0.115
Glyma.19G112500	14.598	17.630	16.698	20.373	22.780	19.855
Glyma.19G112600	32.559	33.500	34.159	29.343	30.890	29.692
Glyma.19G112700	96.683	95.774	96.497	11.387	10.593	10.283
Glyma.19G112800	3.124	3.150	3.202	29.331	24.071	29.762
Glyma.19G112900	2.178	2.881	2.507	4.661	3.748	4.246
Glyma.19G112950	1.029	0.000	0.000	2.623	2.410	2.426
Glyma.19G113000	10.054	10.677	10.478	68.855	78.216	70.055
Glyma.19G113100	0.238	0.156	0.145	0.047	0.148	0.120
Glyma.19G113200	4.512	4.359	3.983	5.454	5.589	5.753
Glyma.19G113300	0.879	0.941	0.941	1.348	1.140	1.061
Glyma.19G113400	3.277	3.586	3.789	2.296	3.056	2.380
Glyma.19G113450	0.009	0.058	0.066	0.096	0.076	0.136
Glyma.19G113500	5.559	5.615	5.288	9.105	8.715	9.369
Glyma.19G113600	0.698	0.678	0.678	0.263	0.250	0.270
Glyma.19G113700	3.697	3.582	3.472	2.841	2.509	3.041
Glyma.19G114000	13.403	14.179	13.589	22.633	22.044	23.845
Glyma.19G114100	1.217	1.528	1.594	6.833	5.469	6.068
Glyma.19G114200	0.675	0.412	0.801	0.000	0.000	0.000
Glyma.19G114300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G114400	1.884	2.059	1.988	3.077	2.688	3.280
Glyma.19G114500	139.916	138.759	136.921	22.053	23.964	22.467
Glyma.19G114600	0.159	0.413	0.193	0.127	0.197	0.234
Glyma.19G114700	175.452	182.206	198.818	51.911	81.994	47.583
Glyma.19G114800	0.000	0.000	0.000	0.000	0.000	0.010
Glyma.19G114900	6.845	7.605	6.943	6.733	8.169	6.579
Glyma.19G115000	0.009	0.034	0.017	0.216	0.119	0.234
Glyma.19G115100	2.188	2.130	2.328	3.860	3.575	3.757
Glyma.19G115300	0.110	0.152	0.109	0.299	0.323	0.416
Glyma.19G115400	30.703	31.809	33.358	39.357	30.175	39.133
Glyma.19G115500	6.518	6.445	6.977	3.365	2.588	3.253
Glyma.19G115600	0.046	0.093	0.094	0.135	0.150	0.298
Glyma.19G115700	1.635	2.019	2.085	2.984	2.344	2.837
Glyma.19G115800	7.404	7.394	7.034	6.157	5.349	6.944
Glyma.19G115851	0.000	0.000	0.000	0.000	0.000	0.748
Glyma.19G115900	1.497	1.661	1.738	2.884	2.857	3.068
Glyma.19G116000	4.228	3.785	4.261	4.549	4.518	4.150
Glyma.19G116100	1.241	1.005	1.022	1.393	1.288	1.396
Glyma.19G116200	2.512	2.366	2.687	2.568	2.610	3.015
Glyma.19G116300	4.717	4.881	4.908	11.524	12.503	11.965
Glyma.19G116400	2.881	3.169	2.773	10.727	10.974	9.733
Glyma.19G116500	0.000	0.036	0.017	0.012	0.018	0.013
Glyma.19G116600	16.087	17.644	18.852	30.321	29.604	31.296
Glyma.19G116700	3.180	3.315	2.729	7.638	6.992	8.363
Glyma.19G117000	0.044	0.018	0.000	0.019	0.000	0.000
Glyma.19G117100	3.445	3.883	3.778	1.102	1.517	1.553
Glyma.19G117200	0.417	0.461	0.490	0.494	0.421	0.481
Glyma.19G117300	7.516	7.344	7.275	6.274	4.508	6.123
Glyma.19G117400	0.226	0.165	0.109	0.316	0.264	0.266
Glyma.19G117450	0.088	0.039	0.049	0.376	0.345	0.282
Glyma.19G117600	2.834	3.294	3.013	2.607	2.183	2.520
Glyma.19G117700	1.743	1.806	1.663	2.716	2.367	2.761
Glyma.19G117800	0.782	0.955	0.999	4.984	2.853	3.994
Glyma.19G117900	0.338	1.032	0.477	0.000	0.000	0.000
Glyma.19G118000	0.260	0.251	0.350	0.192	0.136	0.179
Glyma.19G118200	0.286	0.350	0.161	0.597	0.516	0.205
Glyma.19G118300	1.335	2.685	1.038	3.905	3.397	4.526
Glyma.19G118351	2.123	1.945	1.793	5.866	5.900	5.795
Glyma.19G118400	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G118500	0.631	0.369	0.556	0.235	0.403	0.465
Glyma.19G118700	29.110	28.091	30.935	50.180	42.098	45.678
Glyma.19G118800	8.109	6.978	7.716	5.934	5.897	6.277
Glyma.19G118900	3.747	3.830	3.135	2.662	2.669	2.860
Glyma.19G119000	4.348	5.262	4.630	3.964	3.759	3.505
Glyma.19G119100	0.000	0.030	0.043	0.016	0.000	0.000
Glyma.19G119200	0.375	0.358	0.474	0.976	0.749	0.918
Glyma.19G119300	9.664	10.388	10.518	4.651	4.741	5.681
Glyma.19G119400	2.578	2.349	2.887	7.167	5.808	6.865
Glyma.19G119600	0.112	0.000	0.099	0.286	0.101	0.293
Glyma.19G119500	1.573	0.840	0.693	3.259	1.860	2.704
Glyma.19G119800	0.776	0.844	0.835	1.458	1.322	1.358
Glyma.19G119700	0.943	0.115	0.623	0.421	0.595	0.679
Glyma.19G120000	5.751	6.400	5.985	1.305	0.922	0.954
Glyma.19G120051	0.420	0.338	0.422	1.649	1.544	1.815
Glyma.19G120100	13.131	12.226	12.368	13.514	10.792	14.725
Glyma.19G120200	0.000	0.018	0.013	0.039	0.014	0.000
Glyma.19G120300	0.165	0.403	0.303	0.333	0.520	0.270
Glyma.19G120400	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G120500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G120600	0.196	0.112	0.208	0.000	0.000	0.000
Glyma.19G120700	0.012	0.000	0.000	0.032	0.090	0.081
Glyma.19G120800	30.774	34.632	26.745	9.480	24.152	6.455
Glyma.19G120900	2.386	2.118	2.292	7.501	7.351	8.268
Glyma.19G121000	4.837	5.482	6.062	9.415	7.477	10.410
Glyma.19G121100	2.562	2.586	2.693	4.451	3.947	4.268
Glyma.19G121200	4.671	5.100	5.115	6.889	8.441	6.861
Glyma.19G121300	3.041	3.298	2.937	3.822	3.415	4.178
Glyma.19G121350	0.015	0.000	0.000	0.000	0.000	0.000
Glyma.19G121400	2.712	2.533	2.570	2.329	2.125	2.288
Glyma.19G121500	3.094	2.887	3.515	3.224	3.158	3.455
Glyma.19G121600	2.485	2.623	2.956	3.877	4.327	4.488
Glyma.19G121650	0.128	0.000	0.000	0.000	0.000	0.000
Glyma.19G121700	3.473	3.097	3.617	3.802	2.811	3.241
Glyma.19G121800	8.318	7.696	8.317	9.460	7.945	6.832
Glyma.19G121900	1.717	1.904	2.084	1.921	1.500	1.813
Glyma.19G122100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G122200	1.345	1.003	1.448	0.869	0.614	0.778
Glyma.19G122300	2.626	2.380	2.184	0.000	0.019	0.000
Glyma.19G122400	3.402	3.216	3.677	1.962	1.867	1.705
Glyma.19G122500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G122600	6.791	8.029	7.135	7.032	6.414	6.601
Glyma.19G122700	3.720	3.735	4.118	5.255	4.852	5.201
Glyma.19G122800	2.331	2.552	2.293	5.511	5.752	5.494
Glyma.19G122900	11.681	10.997	10.649	8.189	9.376	8.101
Glyma.19G122867	0.652	0.910	0.657	1.306	1.091	0.976
Glyma.19G122933	2.123	2.377	1.404	5.866	2.232	6.258
Glyma.19G123000	8.497	8.713	8.971	11.736	9.172	11.036
Glyma.19G123100	3.182	2.855	3.015	3.727	4.370	3.658
Glyma.19G123200	0.311	0.427	0.685	0.000	0.035	0.000
Glyma.19G123300	1.226	1.498	1.159	0.016	0.103	0.083
Glyma.19G123400	36.804	40.624	40.209	31.928	27.358	30.220
Glyma.19G123451	0.028	0.034	0.050	0.000	0.025	0.000
Glyma.19G123500	0.106	0.032	0.023	0.000	0.000	0.070
Glyma.19G123600	2.350	1.994	2.703	5.173	5.283	5.994
Glyma.19G123650	1.308	0.532	1.009	0.625	1.031	0.714
Glyma.19G123700	2.610	0.886	1.790	1.479	2.091	1.710
Glyma.19G123800	149.025	154.022	155.545	24.122	23.332	23.183
Glyma.19G123900	1.279	1.604	1.452	1.175	0.747	1.147
Glyma.19G124000	0.012	0.000	0.011	0.000	0.022	0.033
Glyma.19G124100	3.401	2.871	2.738	3.423	2.774	3.254
Glyma.19G124200	0.734	0.764	0.727	1.664	1.299	1.627
Glyma.19G124300	0.321	0.649	0.446	0.252	0.323	0.259
Glyma.19G124400	0.758	0.463	0.780	0.967	1.139	1.656
Glyma.19G124500	3.995	3.385	3.528	7.099	6.332	7.548
Glyma.19G124600	2.804	2.589	2.600	0.343	0.293	0.323
Glyma.19G124800	1.187	1.336	1.375	1.321	1.563	1.433
Glyma.19G124900	11.982	10.854	11.802	5.692	5.907	5.689
Glyma.19G125000	2.033	2.254	2.343	2.613	2.171	2.868
Glyma.19G125100	1.169	1.264	0.861	1.916	1.926	1.947
Glyma.19G125200	4.731	5.448	5.262	5.344	5.015	5.549
Glyma.19G125300	2.573	2.706	3.024	10.359	8.030	10.892
Glyma.19G125400	6.854	8.305	9.255	11.083	11.119	12.140
Glyma.19G125500	13.573	12.832	13.852	17.715	19.250	17.706
Glyma.19G125600	6.572	6.505	5.450	7.840	8.313	7.765
Glyma.19G125700	6.200	6.568	6.181	2.329	3.038	3.087
Glyma.19G125800	19.023	18.430	17.563	45.258	40.576	47.051
Glyma.19G125900	0.000	0.000	0.000	0.016	0.023	0.017
Glyma.19G126000	16.010	15.906	16.632	7.576	9.775	7.382
Glyma.19G126100	0.000	0.000	0.278	0.000	0.000	0.207
Glyma.19G126251	0.239	0.219	0.685	0.381	0.108	0.705
Glyma.19G126300	0.119	0.340	0.420	0.507	0.680	0.677
Glyma.19G126400	1.179	1.095	1.259	0.402	0.569	0.609
Glyma.19G126500	2.225	2.208	2.025	2.232	2.122	2.472
Glyma.19G126600	0.000	0.010	0.053	0.044	0.015	0.011
Glyma.19G126700	4.282	4.395	4.298	3.946	3.016	3.925
Glyma.19G126750	0.565	0.230	0.000	0.960	0.170	0.740
Glyma.19G126800	6.234	6.440	6.123	8.151	8.745	7.889
Glyma.19G126900	12.016	12.212	12.192	19.507	16.192	19.844
Glyma.19G127000	4.911	4.330	4.167	5.505	5.609	5.128
Glyma.19G127101	0.473	0.674	0.599	0.980	1.048	1.303
Glyma.19G127200	0.589	0.737	0.631	0.161	0.152	0.074
Glyma.19G127301	0.009	0.022	0.016	0.070	0.090	0.072
Glyma.19G127400	2.963	2.816	2.998	0.941	0.582	0.634
Glyma.19G127500	0.000	0.000	0.000	0.000	0.082	0.000
Glyma.19G127700	50.265	51.655	50.004	48.272	70.894	52.955
Glyma.19G127800	1.563	1.355	1.493	3.716	3.617	3.633
Glyma.19G127875	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G127950	0.120	0.117	0.106	0.031	0.065	0.000
Glyma.19G128025	0.804	0.614	0.354	0.128	0.000	0.000
Glyma.19G128100	0.015	0.019	0.040	0.000	0.027	0.020
Glyma.19G128200	0.000	0.000	0.000	0.054	0.013	0.000
Glyma.19G128300	11.130	11.472	11.784	7.416	5.211	5.955
Glyma.19G128400	0.168	0.114	0.082	0.261	0.269	0.439
Glyma.19G128600	1.821	1.946	1.835	4.147	3.283	4.005
Glyma.19G128800	0.080	0.139	0.110	0.029	0.021	0.000
Glyma.19G128900	0.904	0.742	0.618	0.159	0.225	0.265
Glyma.19G129000	2.557	2.863	2.367	2.500	2.561	2.699
Glyma.19G129100	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G129200	4.237	4.708	4.655	3.995	2.956	3.864
Glyma.19G129300	5.501	5.651	5.552	21.825	20.059	23.363
Glyma.19G129400	1.989	2.017	2.250	3.135	2.909	3.836
Glyma.19G129500	4.558	4.896	4.829	4.761	5.331	5.378
Glyma.19G129600	0.984	1.202	1.121	0.383	0.368	0.456
Glyma.19G129800	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G129900	2.449	1.841	2.169	3.844	3.173	3.733
Glyma.19G130000	3.150	3.443	3.037	4.250	3.600	4.263
Glyma.19G130100	3.249	3.258	2.951	3.331	3.324	2.976
Glyma.19G130200	4.993	4.833	5.335	19.714	17.801	20.049
Glyma.19G130251	0.812	0.724	0.571	1.192	1.007	1.040
Glyma.19G130300	1.426	1.161	0.663	1.263	1.428	0.830
Glyma.19G130400	11.164	10.960	12.628	9.815	14.440	10.033
Glyma.19G130500	0.000	0.000	0.000	0.015	0.000	0.000
Glyma.19G130600	2.506	1.855	2.108	0.000	0.000	0.000
Glyma.19G130700	0.497	0.487	0.431	0.000	0.000	0.000
Glyma.19G130800	61.976	59.381	54.463	42.603	47.986	42.946
Glyma.19G130900	0.000	0.154	0.000	0.000	0.000	0.000
Glyma.19G131100	1.792	1.271	1.478	0.811	1.303	1.439
Glyma.19G131200	6.803	7.327	6.088	13.146	12.591	13.642
Glyma.19G131300	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G131400	4.550	4.338	4.471	3.202	2.683	2.922
Glyma.19G131500	5.960	5.934	6.859	6.597	5.432	5.598
Glyma.19G131600	0.838	1.201	1.274	1.438	1.746	1.363
Glyma.19G131700	1.201	1.024	1.477	3.349	4.054	4.831
Glyma.19G131800	2.346	2.224	2.603	0.632	0.747	0.715
Glyma.19G131900	0.133	0.130	0.117	0.221	0.180	0.087
Glyma.19G132000	2.061	1.791	2.124	1.796	1.766	2.035
Glyma.19G132150	9.200	8.212	8.421	6.938	8.411	6.606
Glyma.19G132200	4.339	4.240	4.701	7.997	7.708	8.252
Glyma.19G132300	9.129	9.666	10.548	9.525	7.915	8.167
Glyma.19G132400	3.770	4.136	3.856	3.921	3.514	3.693
Glyma.19G132500	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G132700	0.179	0.000	0.189	0.731	1.388	0.891
Glyma.19G132800	14.154	15.233	16.532	19.171	27.665	19.709
Glyma.19G132900	1.180	1.107	1.161	1.441	1.044	1.046
Glyma.19G133000	1.697	1.791	1.667	4.830	3.982	5.264
Glyma.19G133100	6.137	6.242	6.168	9.906	8.181	10.664
Glyma.19G133200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G133300	0.023	0.000	0.000	0.770	0.732	0.608
Glyma.19G133400	0.164	0.075	0.090	0.209	0.277	0.161
Glyma.19G133500	2.081	2.901	2.503	3.091	3.332	3.528
Glyma.19G133600	0.243	0.212	0.368	0.044	0.000	0.000
Glyma.19G133702	0.249	0.196	0.142	0.112	0.211	0.115
Glyma.19G133800	5.457	5.406	5.499	12.581	10.605	12.831
Glyma.19G133900	0.164	0.181	0.152	0.588	0.430	0.563
Glyma.19G134000	0.000	0.027	0.020	0.014	0.010	0.029
Glyma.19G134100	1.924	1.607	1.483	1.540	1.148	1.287
Glyma.19G134200	1.705	1.161	1.436	1.087	1.172	1.246
Glyma.19G134300	1.146	0.765	1.171	1.068	0.798	1.211
Glyma.19G134401	1.377	1.276	1.046	1.937	1.540	1.617
Glyma.19G134500	2.302	2.396	1.984	4.567	2.629	4.804
Glyma.19G134600	0.628	0.806	0.983	1.162	1.572	1.214
Glyma.19G134700	0.448	0.473	0.808	1.248	1.433	1.495
Glyma.19G134800	3.452	3.943	4.635	13.128	10.413	12.981
Glyma.19G134900	0.501	0.507	0.555	1.150	1.071	1.388
Glyma.19G135000	12.397	12.979	12.993	11.501	8.497	11.315
Glyma.19G135100	0.024	0.014	0.010	0.000	0.021	0.000
Glyma.19G135200	3.094	3.167	3.284	7.113	6.991	6.565
Glyma.19G135300	1.414	1.441	1.191	2.055	1.869	1.927
Glyma.19G135350	0.215	0.119	0.103	0.000	0.000	0.000
Glyma.19G135400	0.176	0.118	0.122	0.020	0.024	0.021
Glyma.19G135500	0.012	0.045	0.076	0.047	0.033	0.016
Glyma.19G135600	3.533	3.456	3.467	5.484	4.387	5.236
Glyma.19G135700	0.000	0.028	0.000	0.000	0.000	0.015
Glyma.19G135800	1.188	1.238	1.076	2.690	1.782	2.176
Glyma.19G135900	0.000	0.000	0.000	0.000	0.017	0.000
Glyma.19G136000	3.700	3.820	3.315	4.335	3.766	4.214
Glyma.19G136100	0.700	0.625	0.820	0.816	0.546	0.458
Glyma.19G136200	0.364	0.435	0.349	0.596	0.407	0.705
Glyma.19G136300	0.872	0.833	0.755	0.000	0.014	0.042
Glyma.19G136400	4.430	3.787	4.006	9.400	9.248	9.482
Glyma.19G136500	1.903	1.804	1.501	1.564	1.376	2.460
Glyma.19G136600	0.608	0.594	0.461	1.767	1.577	1.640
Glyma.19G136650	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G136700	0.876	0.828	0.787	0.158	0.142	0.054
Glyma.19G136800	1.300	0.747	0.966	1.821	1.470	1.603
Glyma.19G136900	0.959	1.009	0.897	1.053	0.797	1.016
Glyma.19G137100	0.035	0.000	0.000	0.000	0.000	0.045
Glyma.19G137200	0.956	1.013	1.059	1.402	1.052	1.485
Glyma.19G137300	6.023	8.161	8.378	9.481	9.500	8.507
Glyma.19G137400	0.416	0.248	0.290	0.012	0.061	0.013
Glyma.19G137500	0.081	0.063	0.123	0.112	0.159	0.077
Glyma.19G137600	1.187	0.783	0.648	1.658	1.767	1.679
Glyma.19G137700	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G137800	0.081	0.148	0.124	0.823	0.872	1.030
Glyma.19G138000	0.863	0.813	1.023	2.563	1.786	2.373
Glyma.19G138101	0.917	1.150	1.041	2.602	2.777	2.413
Glyma.19G138200	29.001	29.285	31.261	8.733	10.304	10.352
Glyma.19G138301	0.530	0.482	0.596	0.316	0.325	0.369
Glyma.19G138500	0.997	0.900	1.088	2.293	1.913	2.923
Glyma.19G138700	2.810	2.580	2.144	2.140	1.943	2.083
Glyma.19G138800	0.401	0.527	0.245	0.472	0.639	0.242
Glyma.19G138900	0.091	0.149	0.215	0.000	0.041	0.000
Glyma.19G138951	0.478	0.000	0.000	0.305	0.431	0.000
Glyma.19G139000	3.664	3.274	2.599	5.356	5.959	5.970
Glyma.19G139100	0.317	0.246	0.348	0.681	0.593	0.649
Glyma.19G139200	1.652	1.715	1.456	3.280	2.818	2.829
Glyma.19G139300	78.735	78.136	69.337	14.860	14.350	14.512
Glyma.19G139400	0.044	0.054	0.078	0.129	0.091	0.083
Glyma.19G139600	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G139700	1.094	0.978	0.901	1.759	1.907	1.890
Glyma.19G139800	3.525	3.817	3.653	5.356	4.259	5.568
Glyma.19G139900	0.360	0.270	0.220	0.423	0.224	0.326
Glyma.19G139950	0.008	0.000	0.014	0.269	0.102	0.245
Glyma.19G140000	0.000	0.000	0.000	0.000	0.007	0.000
Glyma.19G140100	0.236	0.148	0.305	0.112	0.084	0.086
Glyma.19G140200	0.000	0.000	0.000	0.000	0.000	0.000
Glyma.19G140300	0.000	0.000	0.000	0.000	0.000	0.000
